principal,tenure_months,interest_rate,emi_amount,annual_income,employment_years,age_years,credit_score,num_credit_lines,num_delinquencies,debt_to_income,credit_history_months,credit_utilisation,is_ntc,loan_to_income,emi_to_income_monthly,prior_loan_count,prior_default_count,prior_principal_sum,employment_status,purpose,default_flag
2770000.0,36.0,0.1506,96104.0,2370000.0,21.0,29.0,,,,,,,1.0,1.1687763713080168,0.4866025316455696,2.0,0.0,6940000.0,salaried,auto,0
2720000.0,12.0,0.1729,248451.0,430000.0,18.0,33.0,,,,,,,1.0,6.325581395348837,6.933516279069767,0.0,0.0,0.0,salaried,personal,0
830000.0,24.0,0.2194,43034.0,430000.0,18.0,34.0,,,,,,,1.0,1.930232558139535,1.2009488372093022,1.0,0.0,2720000.0,salaried,personal,0
950000.0,24.0,0.1063,44114.0,430000.0,18.0,34.0,,,,,,,1.0,2.2093023255813953,1.2310883720930232,2.0,0.0,3550000.0,salaried,home,0
3670000.0,36.0,0.1507,127348.0,1380000.0,10.0,44.0,500.0,9.0,4.0,0.49,19.0,0.76,0.0,2.6594202898550723,1.1073739130434783,0.0,0.0,0.0,self_employed,education,0
860000.0,12.0,0.1354,77031.0,1590000.0,13.0,39.0,690.0,15.0,1.0,0.24,117.0,0.84,0.0,0.5408805031446541,0.581366037735849,0.0,0.0,0.0,salaried,education,0
2250000.0,24.0,0.1071,104565.0,500000.0,2.0,23.0,,,,,,,1.0,4.5,2.50956,0.0,0.0,0.0,salaried,business,1
1230000.0,12.0,0.1103,108727.0,880000.0,15.0,39.0,635.0,20.0,3.0,0.34,38.0,0.35,0.0,1.3977272727272727,1.4826409090909092,0.0,0.0,0.0,salaried,business,0
1510000.0,36.0,0.1525,52530.0,880000.0,15.0,40.0,635.0,20.0,3.0,0.34,59.0,0.35,0.0,1.7159090909090908,0.7163181818181819,1.0,0.0,1230000.0,salaried,business,0
290000.0,36.0,0.1475,10017.0,880000.0,23.0,25.0,350.0,18.0,8.0,0.71,123.0,0.54,0.0,0.32954545454545453,0.13659545454545455,0.0,0.0,0.0,salaried,personal,0
20750000000.0,24.0,0.1981,1054162920.0,820000.0,7.0,27.0,525.0,16.0,4.0,0.47,40.0,0.78,0.0,25304.878048780487,15426.774439024392,0.0,0.0,0.0,self_employed,personal,0
4850000.0,24.0,0.1701,239818.0,820000.0,7.0,27.0,525.0,16.0,4.0,0.47,43.0,0.78,0.0,5.914634146341464,3.5095317073170733,1.0,0.0,20750000000.0,self_employed,business,1
3200000.0,36.0,0.216,121548.0,820000.0,7.0,27.0,525.0,16.0,4.0,0.47,46.0,0.78,0.0,3.902439024390244,1.7787512195121953,2.0,1.0,20754850000.0,self_employed,home,0
4330000.0,36.0,0.2171,164716.0,2490000.0,11.0,53.0,415.0,17.0,6.0,0.6,122.0,0.3,0.0,1.7389558232931728,0.7938120481927711,0.0,0.0,0.0,self_employed,education,0
19671000000.0,36.0,0.1951,726142893.0,840000.0,15.0,23.0,,,,,,,1.0,23417.85714285714,10373.4699,0.0,0.0,0.0,self_employed,education,0
2230000.0,24.0,0.1399,107058.0,2970000.0,23.0,34.0,640.0,13.0,2.0,0.31,129.0,0.29,0.0,0.7508417508417509,0.43255757575757575,0.0,0.0,0.0,self_employed,personal,0
3460000.0,36.0,0.1875,126393.0,2970000.0,23.0,34.0,640.0,13.0,2.0,0.31,130.0,0.29,0.0,1.164983164983165,0.5106787878787878,1.0,0.0,2230000.0,self_employed,personal,0
4010000.0,24.0,0.2123,206510.0,2970000.0,23.0,34.0,640.0,13.0,2.0,0.31,134.0,0.29,0.0,1.3501683501683501,0.8343838383838383,2.0,0.0,5690000.0,self_employed,education,0
1820000.0,36.0,0.2131,68859.0,2970000.0,23.0,34.0,640.0,13.0,2.0,0.31,135.0,0.29,0.0,0.6127946127946128,0.2782181818181818,3.0,0.0,9700000.0,self_employed,education,0
2830000.0,36.0,0.2021,105476.0,2970000.0,23.0,35.0,640.0,13.0,2.0,0.31,141.0,0.29,0.0,0.9528619528619529,0.4261656565656566,4.0,0.0,11520000.0,self_employed,education,0
3190000.0,24.0,0.1171,149733.0,2970000.0,23.0,35.0,640.0,13.0,2.0,0.31,141.0,0.29,0.0,1.0740740740740742,0.6049818181818182,5.0,0.0,14350000.0,self_employed,business,0
650000.0,12.0,0.1876,59827.0,2970000.0,23.0,36.0,640.0,13.0,2.0,0.31,150.0,0.29,0.0,0.21885521885521886,0.24172525252525254,6.0,0.0,17540000.0,self_employed,education,0
2159992.0,24.0,0.2299,113115.0,2970000.0,23.0,36.0,640.0,13.0,2.0,0.31,151.0,0.29,0.0,0.7272700336700336,0.457030303030303,7.0,0.0,18190000.0,self_employed,education,0
120000.0,36.0,0.1165,3966.0,1670000.0,18.0,27.0,,,,,,,1.0,0.0718562874251497,0.028498203592814374,0.0,0.0,0.0,self_employed,business,0
4330000.0,24.0,0.2193,224483.0,1670000.0,18.0,28.0,,,,,,,1.0,2.592814371257485,1.6130514970059882,1.0,0.0,120000.0,self_employed,auto,0
17762000000.0,24.0,0.1731,880841507.0,1670000.0,18.0,28.0,,,,,,,1.0,10635.928143712576,6329.400050299401,2.0,0.0,4450000.0,self_employed,home,0
4240000.0,12.0,0.2091,394619.0,1670000.0,18.0,28.0,,,,,,,1.0,2.538922155688623,2.835585628742515,3.0,0.0,17766450000.0,self_employed,auto,0
2039974.0,36.0,0.1785,73597.0,2240000.0,14.0,54.0,850.0,14.0,0.0,0.03,69.0,0.67,0.0,0.9107026785714286,0.3942696428571429,0.0,0.0,0.0,self_employed,business,0
4540000.0,12.0,0.1352,406609.0,2240000.0,14.0,55.0,850.0,14.0,0.0,0.03,80.0,0.67,0.0,2.0267857142857144,2.1782625,1.0,0.0,2039974.0,self_employed,education,0
2390000.0,24.0,0.1399,114740.0,1620000.0,25.0,45.0,460.0,15.0,5.0,0.56,-13.0,0.77,0.0,1.4753086419753085,0.849925925925926,0.0,0.0,0.0,self_employed,home,0
2620000.0,12.0,0.2035,243141.0,1620000.0,25.0,45.0,460.0,15.0,5.0,0.56,-8.0,0.77,0.0,1.617283950617284,1.8010444444444444,1.0,0.0,2390000.0,self_employed,business,0
1889993.0,24.0,0.2026,96433.0,730000.0,6.0,31.0,510.0,12.0,5.0,0.48,8.0,0.09,0.0,2.5890315068493153,1.5852,0.0,0.0,0.0,salaried,business,0
1870000.0,24.0,0.1504,90706.0,2810000.0,20.0,29.0,675.0,16.0,1.0,0.27,68.0,0.92,0.0,0.6654804270462633,0.3873565836298933,0.0,0.0,0.0,self_employed,business,0
3680000.0,24.0,0.2329,193264.0,2620000.0,22.0,44.0,335.0,15.0,9.0,0.7,78.0,0.2,0.0,1.4045801526717556,0.8851786259541984,0.0,0.0,0.0,self_employed,personal,0
1030000.0,36.0,0.2162,39134.0,2620000.0,22.0,46.0,335.0,15.0,9.0,0.7,94.0,0.2,0.0,0.3931297709923664,0.17923969465648854,1.0,0.0,3680000.0,self_employed,business,0
560000.0,12.0,0.1972,51800.0,1240000.0,23.0,47.0,485.0,3.0,4.0,0.57,9.0,0.89,0.0,0.45161290322580644,0.5012903225806452,0.0,0.0,0.0,salaried,personal,0
1970000.0,36.0,0.2052,73735.0,1240000.0,23.0,47.0,485.0,3.0,4.0,0.57,11.0,0.89,0.0,1.5887096774193548,0.7135645161290323,1.0,0.0,560000.0,salaried,business,0
430000.0,12.0,0.2197,40239.0,1240000.0,23.0,48.0,485.0,3.0,4.0,0.57,23.0,0.89,0.0,0.3467741935483871,0.38940967741935484,2.0,0.0,2530000.0,salaried,home,0
2650000.0,24.0,0.1127,123843.0,940000.0,22.0,54.0,800.0,15.0,0.0,0.08,12.0,0.63,0.0,2.8191489361702127,1.5809744680851066,0.0,0.0,0.0,self_employed,business,0
580000.0,12.0,0.1228,51608.0,2810000.0,24.0,28.0,740.0,4.0,3.0,0.22,170.0,0.77,0.0,0.20640569395017794,0.22039003558718862,0.0,0.0,0.0,salaried,auto,0
4679955.0,12.0,0.1194,415677.0,560000.0,5.0,24.0,325.0,20.0,9.0,0.7,114.0,0.1,0.0,8.3570625,8.907364285714285,0.0,0.0,0.0,self_employed,business,0
980000.0,24.0,0.1497,47503.0,570000.0,20.0,49.0,,,,,,,1.0,1.719298245614035,1.0000631578947368,0.0,0.0,0.0,salaried,education,0
1220000.0,36.0,0.1586,42807.0,570000.0,20.0,49.0,,,,,,,1.0,2.1403508771929824,0.9012,1.0,0.0,980000.0,salaried,home,1
10458000000.0,24.0,0.2124,538624753.0,570000.0,20.0,50.0,,,,,,,1.0,18347.36842105263,11339.468484210527,2.0,1.0,2200000.0,salaried,auto,1
1710000.0,36.0,0.1481,59119.0,1450000.0,13.0,40.0,,,,,,,1.0,1.1793103448275861,0.48926068965517244,0.0,0.0,0.0,self_employed,personal,0
1250000.0,36.0,0.2277,48237.0,1450000.0,13.0,40.0,,,,,,,1.0,0.8620689655172413,0.39920275862068966,1.0,0.0,1710000.0,self_employed,auto,0
2730000.0,24.0,0.1121,127506.0,800000.0,1.0,35.0,840.0,5.0,0.0,0.06,59.0,0.44,0.0,3.4125,1.9125899999999998,0.0,0.0,0.0,salaried,auto,0
4760000.0,24.0,0.1925,240524.0,800000.0,1.0,35.0,840.0,5.0,0.0,0.06,60.0,0.44,0.0,5.95,3.6078599999999996,1.0,0.0,2730000.0,salaried,home,0
3000000.0,36.0,0.1311,101241.0,800000.0,1.0,35.0,840.0,5.0,0.0,0.06,60.0,0.44,0.0,3.75,1.5186149999999998,2.0,0.0,7490000.0,salaried,personal,0
4990000.0,36.0,0.2396,195667.0,800000.0,1.0,35.0,840.0,5.0,0.0,0.06,62.0,0.44,0.0,6.2375,2.935005,3.0,0.0,10490000.0,salaried,auto,0
1000000.0,24.0,0.112,46701.0,680000.0,17.0,53.0,485.0,9.0,6.0,0.55,216.0,0.12,0.0,1.4705882352941178,0.8241352941176471,0.0,0.0,0.0,salaried,education,0
3590000.0,12.0,0.2399,339452.0,680000.0,17.0,54.0,485.0,9.0,6.0,0.55,228.0,0.12,0.0,5.279411764705882,5.990329411764706,1.0,0.0,1000000.0,salaried,personal,0
2850000.0,36.0,0.2346,111007.0,1770000.0,7.0,31.0,475.0,1.0,4.0,0.49,42.0,0.5,0.0,1.6101694915254237,0.7525898305084746,0.0,0.0,0.0,self_employed,business,0
510000.0,24.0,0.1253,24134.0,1770000.0,7.0,32.0,475.0,1.0,4.0,0.49,49.0,0.5,0.0,0.288135593220339,0.16362033898305084,1.0,0.0,2850000.0,self_employed,personal,0
4580000.0,36.0,0.1346,155335.0,1770000.0,7.0,32.0,475.0,1.0,4.0,0.49,54.0,0.5,0.0,2.5875706214689265,1.0531186440677966,2.0,0.0,3360000.0,self_employed,home,0
3240000.0,12.0,0.2371,305919.0,1310000.0,20.0,51.0,715.0,14.0,3.0,0.19,6.0,0.08,0.0,2.4732824427480917,2.802311450381679,0.0,0.0,0.0,self_employed,personal,0
1470000.0,36.0,0.1677,52241.0,600000.0,2.0,28.0,,,,,,,1.0,2.45,1.04482,0.0,0.0,0.0,salaried,education,0
640000.0,24.0,0.1698,31637.0,600000.0,2.0,29.0,,,,,,,1.0,1.0666666666666667,0.63274,1.0,0.0,1470000.0,salaried,home,1
1070000.0,12.0,0.212,99734.0,930000.0,14.0,33.0,685.0,6.0,2.0,0.25,67.0,0.11,0.0,1.1505376344086022,1.2868903225806452,0.0,0.0,0.0,self_employed,home,0
4760000.0,24.0,0.1926,240547.0,930000.0,14.0,33.0,685.0,6.0,2.0,0.25,73.0,0.11,0.0,5.118279569892473,3.103832258064516,1.0,0.0,1070000.0,self_employed,auto,0
2430000.0,12.0,0.1861,223488.0,603500.0,13.0,25.0,565.0,8.0,5.0,0.38,127.0,0.72,0.0,4.026512013256006,4.443837613918808,0.0,0.0,0.0,salaried,education,0
1009944.0,36.0,0.1512,35069.0,1720000.0,29.0,35.0,415.0,18.0,7.0,0.6,9.0,0.73,0.0,0.5871767441860465,0.2446674418604651,0.0,0.0,0.0,salaried,home,0
2520000.0,12.0,0.1615,228821.0,1720000.0,29.0,36.0,415.0,18.0,7.0,0.6,11.0,0.73,0.0,1.4651162790697674,1.5964255813953487,1.0,0.0,1009944.0,salaried,home,0
4500000.0,12.0,0.1318,402308.0,1720000.0,29.0,36.0,415.0,18.0,7.0,0.6,17.0,0.73,0.0,2.616279069767442,2.8068,2.0,0.0,3529944.0,salaried,home,0
4330000.0,12.0,0.2393,409296.0,1940000.0,10.0,27.0,,,,,,,1.0,2.231958762886598,2.5317278350515466,0.0,0.0,0.0,salaried,home,0
240000.0,24.0,0.2056,12281.0,2930000.0,12.0,32.0,450.0,5.0,6.0,0.54,86.0,0.15,0.0,0.08191126279863481,0.05029761092150171,0.0,0.0,0.0,salaried,home,0
2470000.0,36.0,0.1955,91229.0,2930000.0,12.0,33.0,450.0,5.0,6.0,0.54,95.0,0.15,0.0,0.8430034129692833,0.3736341296928328,1.0,0.0,240000.0,salaried,education,0
1870000.0,36.0,0.2097,70424.0,2930000.0,12.0,33.0,450.0,5.0,6.0,0.54,99.0,0.15,0.0,0.6382252559726962,0.2884259385665529,2.0,0.0,2710000.0,salaried,business,0
2930000.0,12.0,0.1822,268929.0,2930000.0,12.0,34.0,450.0,5.0,6.0,0.54,105.0,0.15,0.0,1.0,1.101415699658703,3.0,0.0,4580000.0,salaried,personal,0
1480000.0,12.0,0.2239,138798.0,2850000.0,19.0,31.0,415.0,18.0,6.0,0.59,36.0,0.19,0.0,0.519298245614035,0.5844126315789474,0.0,0.0,0.0,self_employed,personal,0
1110000.0,36.0,0.1087,36272.0,2850000.0,19.0,31.0,415.0,18.0,6.0,0.59,41.0,0.19,0.0,0.3894736842105263,0.1527242105263158,1.0,0.0,1480000.0,self_employed,auto,0
720000.0,36.0,0.1619,25381.0,2780000.0,14.0,54.0,310.0,19.0,8.0,0.76,79.0,0.95,0.0,0.2589928057553957,0.10955827338129497,0.0,0.0,0.0,salaried,personal,0
4630000.0,12.0,0.1446,416717.0,2780000.0,14.0,54.0,310.0,19.0,8.0,0.76,81.0,0.95,0.0,1.6654676258992807,1.7987784172661871,1.0,0.0,720000.0,salaried,business,0
2880000.0,36.0,0.1437,98950.0,2780000.0,14.0,54.0,310.0,19.0,8.0,0.76,87.0,0.95,0.0,1.0359712230215827,0.4271223021582734,2.0,0.0,5350000.0,salaried,auto,0
4850000.0,36.0,0.1582,170081.0,2023000.0,0.0,47.0,675.0,4.0,2.0,0.25,-1.0,0.34,0.0,2.397429560059318,1.008883835887296,0.0,0.0,0.0,salaried,home,0
2689947.0,24.0,0.2195,139483.0,2023000.0,0.0,47.0,675.0,4.0,2.0,0.25,2.0,0.34,0.0,1.329682155215027,0.8273830944142362,1.0,0.0,4850000.0,salaried,auto,0
3589999.0,24.0,0.2035,183330.0,2023000.0,0.0,47.0,675.0,4.0,2.0,0.25,3.0,0.34,0.0,1.77459169550173,1.0874740484429064,2.0,0.0,7539947.0,salaried,personal,0
2680000.0,24.0,0.1983,136178.0,2380000.0,0.0,48.0,675.0,4.0,2.0,0.25,10.0,0.34,0.0,1.1260504201680672,0.6866117647058824,3.0,0.0,11129946.0,salaried,auto,0
2220000.0,36.0,0.2083,83445.0,1521500.0,28.0,41.0,610.0,13.0,4.0,0.34,1.0,0.42,0.0,1.4590864278672362,0.658126848504765,0.0,0.0,0.0,self_employed,home,0
410000.0,24.0,0.2188,21246.0,1521500.0,28.0,41.0,610.0,13.0,4.0,0.34,4.0,0.42,0.0,0.26947091685836344,0.1675662175484719,1.0,0.0,2220000.0,self_employed,education,0
750000.0,36.0,0.2111,28299.0,2900000.0,6.0,27.0,650.0,7.0,4.0,0.29,14.0,0.26,0.0,0.25862068965517243,0.1170993103448276,0.0,0.0,0.0,salaried,education,0
1140000.0,12.0,0.1711,104033.0,2900000.0,6.0,28.0,650.0,7.0,4.0,0.29,34.0,0.26,0.0,0.3931034482758621,0.43048137931034486,1.0,0.0,750000.0,salaried,business,0
1950000.0,12.0,0.1989,180535.0,310000.0,26.0,31.0,635.0,8.0,2.0,0.35,101.0,0.32,0.0,6.290322580645161,6.988451612903226,0.0,0.0,0.0,self_employed,auto,0
19422000000.0,36.0,0.1738,696125930.0,310000.0,26.0,32.0,635.0,8.0,2.0,0.35,115.0,0.32,0.0,62651.6129032258,26946.81019354839,1.0,0.0,1950000.0,self_employed,business,0
3580000.0,24.0,0.1462,172937.0,2580000.0,4.0,42.0,460.0,3.0,7.0,0.56,138.0,0.3,0.0,1.3875968992248062,0.8043581395348838,0.0,0.0,0.0,self_employed,business,0
3190000.0,24.0,0.1486,154460.0,2580000.0,4.0,43.0,460.0,3.0,7.0,0.56,143.0,0.3,0.0,1.2364341085271318,0.7184186046511628,1.0,0.0,3580000.0,self_employed,business,0
800000.0,12.0,0.2064,74353.0,2580000.0,4.0,44.0,460.0,3.0,7.0,0.56,159.0,0.3,0.0,0.31007751937984496,0.3458279069767442,2.0,0.0,6770000.0,self_employed,education,0
1900000.0,12.0,0.1862,174753.0,1260000.0,27.0,36.0,,,,,,,1.0,1.507936507936508,1.6643142857142856,0.0,0.0,0.0,salaried,business,0
4910000.0,24.0,0.1402,235790.0,2250000.0,22.0,32.0,,,,,,,1.0,2.1822222222222223,1.2575466666666666,0.0,0.0,0.0,self_employed,auto,1
2900000.0,12.0,0.1369,259960.0,2250000.0,22.0,32.0,,,,,,,1.0,1.288888888888889,1.3864533333333333,1.0,1.0,4910000.0,self_employed,business,0
1590000.0,24.0,0.1248,75204.0,2250000.0,22.0,33.0,,,,,,,1.0,0.7066666666666667,0.401088,2.0,1.0,7810000.0,self_employed,business,0
2070000.0,24.0,0.1279,98208.0,1990000.0,18.0,26.0,540.0,6.0,5.0,0.44,-8.0,0.78,0.0,1.0402010050251256,0.5922090452261306,0.0,0.0,0.0,salaried,auto,0
4940000.0,36.0,0.1568,172896.0,1990000.0,18.0,27.0,540.0,6.0,5.0,0.44,8.0,0.78,0.0,2.4824120603015074,1.042588944723618,1.0,0.0,2070000.0,salaried,personal,0
3500000.0,24.0,0.1609,171521.0,1090000.0,13.0,38.0,,,,,,,1.0,3.2110091743119265,1.8883045871559634,0.0,0.0,0.0,salaried,personal,0
3710000.0,36.0,0.2269,143014.0,1980000.0,27.0,24.0,815.0,1.0,1.0,0.03,96.0,0.27,0.0,1.8737373737373737,0.8667515151515152,0.0,0.0,0.0,self_employed,business,0
33034000000.0,36.0,0.214,1251352845.0,650000.0,1.0,33.0,775.0,15.0,0.0,0.17,125.0,0.93,0.0,50821.53846153846,23101.89867692308,0.0,0.0,0.0,salaried,business,0
3160000.0,36.0,0.1659,112019.0,810000.0,3.0,48.0,,,,,,,1.0,3.9012345679012346,1.6595407407407408,0.0,0.0,0.0,self_employed,education,1
750000.0,24.0,0.2199,38905.0,810000.0,3.0,48.0,,,,,,,1.0,0.9259259259259259,0.5763703703703704,1.0,1.0,3160000.0,self_employed,home,1
1510000.0,36.0,0.1767,54340.0,810000.0,3.0,49.0,,,,,,,1.0,1.8641975308641976,0.805037037037037,2.0,2.0,3910000.0,self_employed,business,1
3970000.0,12.0,0.1784,363667.0,1170000.0,5.0,51.0,,,,,,,1.0,3.393162393162393,3.7299179487179486,0.0,0.0,0.0,salaried,home,0
3130000.0,36.0,0.1412,107158.0,1170000.0,5.0,51.0,,,,,,,1.0,2.675213675213675,1.0990564102564102,1.0,0.0,3970000.0,salaried,auto,0
270000.0,36.0,0.1115,8859.0,1170000.0,5.0,52.0,,,,,,,1.0,0.23076923076923078,0.09086153846153847,2.0,0.0,7100000.0,salaried,business,0
4460000.0,12.0,0.2301,419602.0,1170000.0,5.0,52.0,,,,,,,1.0,3.8119658119658117,4.3036102564102565,3.0,0.0,7370000.0,salaried,home,0
2830000.0,24.0,0.1193,133125.0,875500.0,28.0,39.0,,,,,,,1.0,3.2324386065105655,1.8246716162193033,0.0,0.0,0.0,salaried,business,0
1160000.0,12.0,0.1701,105803.0,2680000.0,25.0,33.0,390.0,14.0,7.0,0.61,162.0,0.19,0.0,0.43283582089552236,0.47374477611940297,0.0,0.0,0.0,self_employed,personal,0
2990000.0,12.0,0.1311,267213.0,2099500.0,8.0,40.0,450.0,10.0,6.0,0.56,148.0,0.56,0.0,1.4241486068111455,1.5272950702548225,0.0,0.0,0.0,self_employed,personal,0
3439935.0,12.0,0.147,309996.0,2099500.0,8.0,40.0,450.0,10.0,6.0,0.56,154.0,0.56,0.0,1.6384543939033103,1.7718275779947605,1.0,0.0,2990000.0,self_employed,auto,0
2160000.0,12.0,0.1485,194805.0,2470000.0,9.0,41.0,450.0,10.0,6.0,0.56,158.0,0.56,0.0,0.8744939271255061,0.9464210526315789,2.0,0.0,6429935.0,self_employed,home,0
2620000.0,12.0,0.2086,243782.0,1810500.0,11.0,31.0,840.0,3.0,0.0,0.06,144.0,0.17,0.0,1.4471140568903618,1.615787903893952,0.0,0.0,0.0,self_employed,business,0
2370000.0,36.0,0.1653,83944.0,1810500.0,11.0,32.0,840.0,3.0,0.0,0.06,146.0,0.17,0.0,1.3090306545153272,0.5563811101905551,1.0,0.0,2620000.0,self_employed,personal,0
2889977.0,36.0,0.1047,93890.0,1810500.0,11.0,32.0,840.0,3.0,0.0,0.06,154.0,0.17,0.0,1.5962314277823806,0.6223032311516156,2.0,0.0,4990000.0,self_employed,education,0
1150000.0,12.0,0.1834,105618.0,1810500.0,11.0,33.0,840.0,3.0,0.0,0.06,157.0,0.17,0.0,0.6351836509251588,0.700036454018227,3.0,0.0,7879977.0,self_employed,personal,0
2190000.0,36.0,0.2334,85163.0,2130000.0,12.0,33.0,840.0,3.0,0.0,0.06,161.0,0.17,0.0,1.028169014084507,0.47979154929577467,4.0,0.0,9029977.0,self_employed,home,0
3030000.0,12.0,0.126,270063.0,550000.0,27.0,27.0,475.0,14.0,4.0,0.5,85.0,0.45,0.0,5.509090909090909,5.892283636363636,0.0,0.0,0.0,self_employed,auto,0
33117000000.0,12.0,0.1264,2952329689.0,550000.0,27.0,27.0,475.0,14.0,4.0,0.5,87.0,0.45,0.0,60212.72727272727,64414.465941818176,1.0,0.0,3030000.0,self_employed,auto,0
2290000.0,12.0,0.1544,207167.0,550000.0,27.0,27.0,475.0,14.0,4.0,0.5,87.0,0.45,0.0,4.163636363636364,4.520007272727272,2.0,0.0,33120030000.0,self_employed,home,0
2324000000.0,24.0,0.1519,112892875.0,550000.0,27.0,29.0,475.0,14.0,4.0,0.5,107.0,0.45,0.0,4225.454545454545,2463.1172727272724,3.0,0.0,33122320000.0,self_employed,home,0
4590000.0,24.0,0.1617,225114.0,1079500.0,19.0,32.0,675.0,15.0,4.0,0.29,116.0,0.32,0.0,4.251968503937008,2.502425196850394,0.0,0.0,0.0,self_employed,business,0
3870000.0,24.0,0.2196,200692.0,425000.0,2.0,28.0,,,,,,,1.0,9.105882352941176,5.666597647058824,0.0,0.0,0.0,self_employed,education,0
910000.0,36.0,0.1248,30434.0,425000.0,2.0,29.0,,,,,,,1.0,2.1411764705882352,0.8593129411764706,1.0,0.0,3870000.0,self_employed,auto,0
3380000.0,36.0,0.1015,109301.0,500000.0,3.0,30.0,,,,,,,1.0,6.76,2.623224,2.0,0.0,4780000.0,self_employed,business,0
3430000.0,24.0,0.2116,176522.0,2860000.0,11.0,28.0,725.0,17.0,2.0,0.22,187.0,0.09,0.0,1.1993006993006994,0.7406517482517482,0.0,0.0,0.0,self_employed,business,0
4500000.0,36.0,0.1437,154609.0,2860000.0,11.0,28.0,725.0,17.0,2.0,0.22,192.0,0.09,0.0,1.5734265734265733,0.6487090909090909,1.0,0.0,3430000.0,self_employed,business,0
2350000.0,12.0,0.111,207807.0,2860000.0,11.0,28.0,725.0,17.0,2.0,0.22,194.0,0.09,0.0,0.8216783216783217,0.8719174825174825,2.0,0.0,7930000.0,self_employed,auto,0
1890000.0,36.0,0.2367,73823.0,2860000.0,11.0,29.0,725.0,17.0,2.0,0.22,196.0,0.09,0.0,0.6608391608391608,0.30974685314685313,3.0,0.0,10280000.0,self_employed,home,0
520000.0,24.0,0.122,24527.0,880000.0,10.0,24.0,675.0,9.0,3.0,0.25,-16.0,0.12,0.0,0.5909090909090909,0.33445909090909093,0.0,0.0,0.0,self_employed,business,0
4020000.0,12.0,0.1087,355051.0,2170000.0,12.0,29.0,300.0,10.0,7.0,0.76,189.0,0.45,0.0,1.8525345622119815,1.9634156682027648,0.0,0.0,0.0,salaried,business,0
4459922.0,12.0,0.1167,395570.0,2170000.0,12.0,29.0,300.0,10.0,7.0,0.76,194.0,0.45,0.0,2.055263594470046,2.1874838709677418,1.0,0.0,4020000.0,salaried,home,0
1710000.0,24.0,0.1929,86440.0,2170000.0,12.0,29.0,300.0,10.0,7.0,0.76,196.0,0.45,0.0,0.7880184331797235,0.47800921658986173,2.0,0.0,8479922.0,salaried,personal,0
1090000.0,24.0,0.2369,57461.0,2170000.0,12.0,30.0,300.0,10.0,7.0,0.76,199.0,0.45,0.0,0.5023041474654378,0.31775668202764973,3.0,0.0,10189922.0,salaried,business,0
1650000.0,24.0,0.2052,84398.0,1640000.0,21.0,27.0,435.0,13.0,6.0,0.59,121.0,0.7,0.0,1.0060975609756098,0.6175463414634147,0.0,0.0,0.0,self_employed,auto,0
12948000000.0,36.0,0.1186,429193607.0,1970000.0,19.0,34.0,450.0,17.0,6.0,0.55,145.0,0.96,0.0,6572.588832487309,2614.3773015228426,0.0,0.0,0.0,salaried,personal,0
2410000.0,24.0,0.1077,112068.0,1010000.0,3.0,24.0,690.0,10.0,3.0,0.26,151.0,0.23,0.0,2.386138613861386,1.3315009900990098,0.0,0.0,0.0,salaried,personal,0
1170000.0,24.0,0.2117,60219.0,990000.0,17.0,40.0,415.0,16.0,7.0,0.6,91.0,0.7,0.0,1.1818181818181819,0.7299272727272728,0.0,0.0,0.0,self_employed,business,1
3359923.0,12.0,0.1612,305040.0,990000.0,17.0,41.0,415.0,16.0,7.0,0.6,96.0,0.7,0.0,3.393861616161616,3.6974545454545455,1.0,1.0,1170000.0,self_employed,personal,0
1660000.0,24.0,0.1745,82434.0,1090000.0,23.0,34.0,,,,,,,1.0,1.5229357798165137,0.9075302752293578,0.0,0.0,0.0,self_employed,home,0
1780000.0,36.0,0.2099,67052.0,1090000.0,23.0,35.0,,,,,,,1.0,1.6330275229357798,0.7381871559633028,1.0,0.0,1660000.0,self_employed,auto,0
1640000.0,24.0,0.1155,76856.0,1090000.0,23.0,35.0,,,,,,,1.0,1.5045871559633028,0.8461211009174312,2.0,0.0,3440000.0,self_employed,business,0
390000.0,36.0,0.2241,14977.0,391000.0,7.0,47.0,635.0,4.0,2.0,0.37,-18.0,0.24,0.0,0.9974424552429667,0.45965217391304347,0.0,0.0,0.0,self_employed,business,0
1859947.0,36.0,0.2089,69969.0,391000.0,7.0,48.0,635.0,4.0,2.0,0.37,-11.0,0.24,0.0,4.756897698209719,2.147386189258312,1.0,0.0,390000.0,self_employed,education,0
2190000.0,24.0,0.1823,109577.0,391000.0,7.0,48.0,635.0,4.0,2.0,0.37,-9.0,0.24,0.0,5.601023017902813,3.362976982097187,2.0,0.0,2249947.0,self_employed,personal,0
2030000.0,12.0,0.1272,181048.0,391000.0,7.0,48.0,635.0,4.0,2.0,0.37,-3.0,0.24,0.0,5.1918158567774935,5.556460358056266,3.0,0.0,4439947.0,self_employed,home,0
4710000.0,36.0,0.2323,182888.0,460000.0,8.0,48.0,635.0,4.0,2.0,0.37,1.0,0.24,0.0,10.23913043478261,4.770991304347826,4.0,0.0,6469947.0,self_employed,education,0
4330000.0,24.0,0.1733,214772.0,2180000.0,21.0,52.0,635.0,12.0,4.0,0.29,79.0,0.47,0.0,1.9862385321100917,1.1822311926605504,0.0,0.0,0.0,self_employed,auto,0
